timestamp;open;high;low;close;volume
2020-04-01 01:28;1,10229;1,10256;1,10223;1,10256;,0000
2020-04-01 01:29;1,10255;1,10263;1,10252;1,10255;,0000
2020-04-01 01:30;1,10254;1,10261;1,10247;1,10252;,0000
2020-04-01 01:31;1,10253;1,10256;1,10244;1,10255;,0000
2020-04-01 01:32;1,10255;1,10275;1,10253;1,10268;,0000
2020-04-01 01:33;1,10268;1,10287;1,10264;1,10273;,0000
2020-04-01 01:34;1,10275;1,10285;1,10268;1,10285;,0000
2020-04-01 01:35;1,10283;1,10317;1,10283;1,10315;,0000
2020-04-01 01:36;1,10317;1,10317;1,10298;1,10311;,0000
2020-04-01 01:37;1,10311;1,10329;1,10308;1,10309;,0000
2020-04-01 01:38;1,10307;1,10319;1,1030;1,1031;,0000
2020-04-01 01:39;1,10309;1,10329;1,10292;1,10292;,0000
2020-04-01 01:40;1,10291;1,10295;1,10261;1,10268;,0000
2020-04-01 01:41;1,10271;1,10282;1,10261;1,10278;,0000
2020-04-01 01:42;1,10279;1,10283;1,10258;1,10261;,0000
2020-04-01 01:43;1,10262;1,10268;1,10249;1,10261;,0000
2020-04-01 01:44;1,10259;1,10261;1,10244;1,1025;,0000
2020-04-01 01:45;1,1025;1,10251;1,10215;1,10216;,0000
2020-04-01 01:46;1,10218;1,10244;1,10218;1,10239;,0000
2020-04-01 01:47;1,1024;1,10242;1,10221;1,10221;,0000
2020-04-01 01:48;1,10221;1,10226;1,10195;1,10195;,0000
2020-04-01 01:49;1,10195;1,1020;1,10179;1,10195;,0000
2020-04-01 01:50;1,10196;1,10238;1,10192;1,10232;,0000
2020-04-01 01:51;1,10232;1,10251;1,10231;1,10247;,0000
2020-04-01 01:52;1,10249;1,10278;1,10248;1,10277;,0000
2020-04-01 01:53;1,10275;1,1028;1,10256;1,10265;,0000
2020-04-01 01:54;1,10269;1,10276;1,1025;1,1026;,0000
2020-04-01 01:55;1,10262;1,10288;1,10262;1,10262;,0000
2020-04-01 01:56;1,10264;1,10265;1,10232;1,10232;,0000
2020-04-01 01:57;1,10233;1,10238;1,10214;1,10217;,0000
2020-04-01 01:58;1,10217;1,10248;1,10206;1,10245;,0000
2020-04-01 01:59;1,10243;1,10254;1,10241;1,10242;,0000
2020-04-01 02:00;1,10243;1,10251;1,1024;1,10248;,0000
2020-04-01 02:01;1,10248;1,10248;1,10193;1,10225;,0000
2020-04-01 02:02;1,10226;1,10256;1,10222;1,10238;,0000
2020-04-01 02:03;1,10238;1,10267;1,10235;1,10238;,0000
2020-04-01 02:04;1,10238;1,10263;1,10232;1,10233;,0000
2020-04-01 02:05;1,10234;1,10236;1,10214;1,10222;,0000
2020-04-01 02:06;1,10223;1,10223;1,10199;1,10206;,0000
2020-04-01 02:07;1,10209;1,10227;1,10209;1,10225;,0000
2020-04-01 02:08;1,10225;1,10225;1,10198;1,10203;,0000
2020-04-01 02:09;1,10205;1,10219;1,10185;1,10185;,0000
2020-04-01 02:10;1,10187;1,10206;1,10187;1,10198;,0000
2020-04-01 02:11;1,10198;1,10202;1,10166;1,10173;,0000
2020-04-01 02:12;1,10173;1,10178;1,10158;1,10158;,0000
2020-04-01 02:13;1,10159;1,10172;1,10143;1,10166;,0000
2020-04-01 02:14;1,10165;1,10168;1,10148;1,10156;,0000
2020-04-01 02:15;1,10152;1,10156;1,10129;1,10133;,0000
2020-04-01 02:16;1,10133;1,10133;1,10111;1,10111;,0000
2020-04-01 02:17;1,10112;1,10136;1,10095;1,10098;,0000
2020-04-01 02:18;1,10098;1,10103;1,10046;1,10055;,0000
2020-04-01 02:19;1,10062;1,10101;1,10057;1,10081;,0000
2020-04-01 02:20;1,10082;1,10084;1,10061;1,10064;,0000
2020-04-01 02:21;1,10065;1,10065;1,10005;1,10005;,0000
2020-04-01 02:22;1,10002;1,10065;1,0998;1,10064;,0000
2020-04-01 02:23;1,10063;1,10091;1,10057;1,10074;,0000
2020-04-01 02:24;1,10074;1,10087;1,10064;1,10069;,0000
2020-04-01 02:25;1,10069;1,10074;1,10017;1,10028;,0000
2020-04-01 02:26;1,1003;1,10047;1,10019;1,10043;,0000
2020-04-01 02:27;1,10043;1,10091;1,10043;1,1008;,0000
2020-04-01 02:28;1,1008;1,10098;1,1008;1,10092;,0000
2020-04-01 02:29;1,10091;1,10092;1,09993;1,09998;,0000
2020-04-01 02:30;1,09999;1,10045;1,09996;1,10005;,0000
2020-04-01 02:31;1,10002;1,10026;1,09989;1,09992;,0000
2020-04-01 02:32;1,09992;1,10031;1,09985;1,10031;,0000
2020-04-01 02:33;1,10032;1,1005;1,10017;1,10042;,0000
2020-04-01 02:34;1,10039;1,10041;1,10007;1,10028;,0000
2020-04-01 02:35;1,1003;1,10033;1,10008;1,10018;,0000
2020-04-01 02:36;1,10018;1,10029;1,09987;1,10007;,0000
2020-04-01 02:37;1,10009;1,10023;1,10001;1,10001;,0000
2020-04-01 02:38;1,10004;1,10014;1,09993;1,10003;,0000
2020-04-01 02:39;1,10004;1,10004;1,09915;1,09916;,0000
2020-04-01 02:40;1,09918;1,09932;1,09895;1,09909;,0000
2020-04-01 02:41;1,09909;1,09918;1,09871;1,09878;,0000
2020-04-01 02:42;1,09878;1,09917;1,09872;1,0990;,0000
2020-04-01 02:43;1,09901;1,0992;1,09889;1,09894;,0000
2020-04-01 02:44;1,09893;1,09916;1,09886;1,09912;,0000
2020-04-01 02:45;1,09909;1,09909;1,09867;1,09891;,0000
2020-04-01 02:46;1,09893;1,09897;1,09854;1,09857;,0000
2020-04-01 02:47;1,09858;1,09892;1,09853;1,0988;,0000
2020-04-01 02:48;1,09882;1,09895;1,09879;1,0989;,0000
2020-04-01 02:49;1,09889;1,09897;1,09883;1,09897;,0000
2020-04-01 02:50;1,09898;1,09938;1,09887;1,09912;,0000
2020-04-01 02:51;1,09913;1,09935;1,09912;1,09928;,0000
2020-04-01 02:52;1,09928;1,09932;1,09883;1,09883;,0000
2020-04-01 02:53;1,09882;1,09907;1,09868;1,09893;,0000
2020-04-01 02:54;1,09893;1,09906;1,09877;1,0988;,0000
2020-04-01 02:55;1,09882;1,09882;1,09856;1,09874;,0000
2020-04-01 02:56;1,09876;1,09886;1,0986;1,09871;,0000
2020-04-01 02:57;1,0987;1,09899;1,09856;1,09856;,0000
2020-04-01 02:58;1,09855;1,09872;1,09854;1,09855;,0000
2020-04-01 02:59;1,09857;1,09858;1,09812;1,09827;,0000
2020-04-01 03:00;1,09829;1,0991;1,09826;1,09905;,0000
2020-04-01 03:01;1,09904;1,0992;1,09875;1,0990;,0000
2020-04-01 03:02;1,09901;1,09913;1,09881;1,0989;,0000
2020-04-01 03:03;1,09889;1,0989;1,09864;1,09875;,0000
2020-04-01 03:04;1,09875;1,09882;1,09859;1,0987;,0000
2020-04-01 03:05;1,09868;1,09868;1,09802;1,09811;,0000
2020-04-01 03:06;1,0981;1,09825;1,09767;1,09771;,0000
2020-04-01 03:07;1,09772;1,09801;1,0977;1,0979;,0000
2020-04-01 03:08;1,09791;1,0980;1,09771;1,09777;,0000
2020-04-01 03:09;1,09778;1,0980;1,09765;1,0977;,0000
2020-04-01 03:10;1,09769;1,09802;1,09764;1,09778;,0000
2020-04-01 03:11;1,09777;1,0981;1,09777;1,09799;,0000
2020-04-01 03:12;1,0980;1,09801;1,09745;1,0975;,0000
2020-04-01 03:13;1,0975;1,09786;1,09747;1,09786;,0000
2020-04-01 03:14;1,09783;1,09847;1,0978;1,09842;,0000
2020-04-01 03:15;1,09843;1,09859;1,09826;1,09832;,0000
2020-04-01 03:16;1,09833;1,0985;1,0982;1,09835;,0000
2020-04-01 03:17;1,09834;1,09834;1,09791;1,09795;,0000
2020-04-01 03:18;1,09796;1,09834;1,09793;1,09822;,0000
2020-04-01 03:19;1,09821;1,09824;1,09794;1,09806;,0000
2020-04-01 03:20;1,09807;1,0981;1,09777;1,09777;,0000
2020-04-01 03:21;1,09776;1,09801;1,09722;1,09723;,0000
2020-04-01 03:22;1,09723;1,09789;1,09723;1,09783;,0000
2020-04-01 03:23;1,09783;1,09807;1,09777;1,09785;,0000
2020-04-01 03:24;1,09782;1,09796;1,09739;1,09739;,0000
2020-04-01 03:25;1,09739;1,09774;1,09739;1,09759;,0000
2020-04-01 03:26;1,09758;1,09789;1,09734;1,09754;,0000
2020-04-01 03:27;1,09753;1,09765;1,09735;1,09741;,0000
2020-04-01 03:28;1,09741;1,09758;1,09727;1,09733;,0000
2020-04-01 03:29;1,09732;1,09733;1,09711;1,0973;,0000
2020-04-01 03:30;1,09728;1,0976;1,09718;1,09747;,0000
2020-04-01 03:31;1,09746;1,09798;1,09732;1,09798;,0000
2020-04-01 03:32;1,09799;1,09831;1,09781;1,09828;,0000
2020-04-01 03:33;1,09828;1,09829;1,09773;1,09775;,0000
2020-04-01 03:34;1,09776;1,09788;1,0976;1,09784;,0000
2020-04-01 03:35;1,09784;1,09785;1,0976;1,09768;,0000
2020-04-01 03:36;1,09767;1,09788;1,09755;1,09766;,0000
2020-04-01 03:37;1,09764;1,09764;1,09741;1,09751;,0000
2020-04-01 03:38;1,09753;1,09753;1,09717;1,09748;,0000
2020-04-01 03:39;1,09748;1,09772;1,09745;1,09764;,0000
2020-04-01 03:40;1,09764;1,09769;1,09716;1,09717;,0000
2020-04-01 03:41;1,09717;1,09748;1,09717;1,09731;,0000
2020-04-01 03:42;1,09731;1,09731;1,09695;1,09704;,0000
2020-04-01 03:43;1,09703;1,09754;1,09703;1,09754;,0000
2020-04-01 03:44;1,09754;1,09792;1,09733;1,09775;,0000
2020-04-01 03:45;1,09776;1,09807;1,09733;1,09742;,0000
2020-04-01 03:46;1,0974;1,09756;1,09722;1,09748;,0000
2020-04-01 03:47;1,09749;1,09754;1,09713;1,09721;,0000
2020-04-01 03:48;1,0972;1,0975;1,09719;1,09741;,0000
2020-04-01 03:49;1,0974;1,09752;1,09719;1,09727;,0000
2020-04-01 03:50;1,09726;1,09774;1,09726;1,09752;,0000
2020-04-01 03:51;1,09754;1,09768;1,09735;1,09766;,0000
2020-04-01 03:52;1,09768;1,09778;1,09734;1,09742;,0000
2020-04-01 03:53;1,09741;1,09743;1,09712;1,09735;,0000
2020-04-01 03:54;1,09736;1,09741;1,0969;1,09699;,0000
2020-04-01 03:55;1,09698;1,09743;1,09697;1,09743;,0000
2020-04-01 03:56;1,09743;1,09746;1,09711;1,09716;,0000
2020-04-01 03:57;1,09718;1,09756;1,09716;1,09716;,0000
2020-04-01 03:58;1,09716;1,09726;1,09692;1,09698;,0000
2020-04-01 03:59;1,09699;1,09703;1,09583;1,09596;,0000
2020-04-01 04:00;1,09595;1,09658;1,09584;1,09647;,0000
2020-04-01 04:01;1,09648;1,09656;1,09628;1,09643;,0000
2020-04-01 04:02;1,09646;1,09655;1,09595;1,0962;,0000
2020-04-01 04:03;1,0962;1,09676;1,09612;1,09619;,0000
2020-04-01 04:04;1,09621;1,09631;1,09586;1,09586;,0000
2020-04-01 04:05;1,09586;1,09602;1,09586;1,09598;,0000
2020-04-01 04:06;1,09599;1,0960;1,09581;1,09596;,0000
2020-04-01 04:07;1,09595;1,09603;1,09575;1,09575;,0000
2020-04-01 04:08;1,09576;1,09588;1,09565;1,09576;,0000
2020-04-01 04:09;1,09577;1,09602;1,09565;1,09572;,0000
2020-04-01 04:10;1,09571;1,09603;1,09571;1,09585;,0000
2020-04-01 04:11;1,09585;1,09597;1,09576;1,09578;,0000
2020-04-01 04:12;1,09576;1,09606;1,09568;1,09597;,0000
2020-04-01 04:13;1,09597;1,09601;1,09574;1,09576;,0000
2020-04-01 04:14;1,09576;1,09585;1,09555;1,09556;,0000
2020-04-01 04:15;1,09556;1,09568;1,09531;1,0954;,0000
2020-04-01 04:16;1,09539;1,09576;1,09531;1,09551;,0000
2020-04-01 04:17;1,09551;1,09557;1,09521;1,09522;,0000
2020-04-01 04:18;1,09524;1,09537;1,09513;1,09521;,0000
2020-04-01 04:19;1,09521;1,09521;1,09405;1,09408;,0000
2020-04-01 04:20;1,09408;1,09449;1,09398;1,09427;,0000
2020-04-01 04:21;1,09427;1,09438;1,09396;1,09405;,0000
2020-04-01 04:22;1,09405;1,09431;1,09385;1,09425;,0000
2020-04-01 04:23;1,09425;1,09435;1,0939;1,0939;,0000
2020-04-01 04:24;1,0939;1,0939;1,0934;1,0934;,0000
2020-04-01 04:25;1,0934;1,09398;1,09337;1,09365;,0000
2020-04-01 04:26;1,09362;1,09384;1,09336;1,09364;,0000
2020-04-01 04:27;1,09364;1,09384;1,09362;1,09362;,0000
2020-04-01 04:28;1,09363;1,09363;1,0931;1,09336;,0000
2020-04-01 04:29;1,09336;1,09354;1,09323;1,09347;,0000
2020-04-01 04:30;1,09346;1,09388;1,09343;1,09377;,0000
2020-04-01 04:31;1,09376;1,09397;1,09368;1,09397;,0000
2020-04-01 04:32;1,09396;1,09398;1,09346;1,09353;,0000
2020-04-01 04:33;1,09353;1,09398;1,09353;1,09378;,0000
2020-04-01 04:34;1,09377;1,0940;1,0936;1,09371;,0000
2020-04-01 04:35;1,09371;1,09403;1,09371;1,09399;,0000
2020-04-01 04:36;1,0940;1,09403;1,09391;1,09398;,0000
2020-04-01 04:37;1,09398;1,09413;1,09394;1,09409;,0000
2020-04-01 04:38;1,09408;1,09423;1,09402;1,09404;,0000
2020-04-01 04:39;1,09403;1,09412;1,09386;1,09387;,0000
2020-04-01 04:40;1,09388;1,09415;1,09387;1,09409;,0000
2020-04-01 04:41;1,09409;1,09442;1,09406;1,0944;,0000
2020-04-01 04:42;1,0944;1,0947;1,0944;1,09468;,0000
2020-04-01 04:43;1,09469;1,09473;1,09435;1,09459;,0000
2020-04-01 04:44;1,0946;1,09502;1,09459;1,0950;,0000
2020-04-01 04:45;1,0950;1,09501;1,09484;1,09501;,0000
2020-04-01 04:46;1,0950;1,09537;1,0950;1,0952;,0000
2020-04-01 04:47;1,09519;1,0952;1,09492;1,09494;,0000
2020-04-01 04:48;1,09492;1,09528;1,09485;1,09527;,0000
2020-04-01 04:49;1,09527;1,09544;1,09514;1,09538;,0000
2020-04-01 04:50;1,09541;1,09545;1,09503;1,0951;,0000
2020-04-01 04:51;1,0951;1,0954;1,09506;1,0953;,0000
2020-04-01 04:52;1,0953;1,09548;1,09526;1,09537;,0000
2020-04-01 04:53;1,09537;1,09537;1,09501;1,09508;,0000
2020-04-01 04:54;1,09508;1,09531;1,09504;1,09531;,0000
2020-04-01 04:55;1,0953;1,09536;1,09508;1,09523;,0000
2020-04-01 04:56;1,09523;1,09528;1,09504;1,09515;,0000
2020-04-01 04:57;1,09515;1,09565;1,09513;1,09563;,0000
2020-04-01 04:58;1,09563;1,09583;1,09563;1,09571;,0000
2020-04-01 04:59;1,09572;1,0958;1,09566;1,09566;,0000
2020-04-01 05:00;1,09568;1,09577;1,09535;1,09556;,0000
2020-04-01 05:01;1,09555;1,09575;1,09545;1,0957;,0000
2020-04-01 05:02;1,09572;1,09587;1,09569;1,09583;,0000
2020-04-01 05:03;1,09584;1,09592;1,09537;1,09552;,0000
2020-04-01 05:04;1,09552;1,09553;1,09515;1,09516;,0000
2020-04-01 05:05;1,09518;1,09521;1,09486;1,09487;,0000
2020-04-01 05:06;1,09486;1,09502;1,09439;1,09478;,0000
2020-04-01 05:07;1,09473;1,0951;1,09466;1,09477;,0000
2020-04-01 05:08;1,09477;1,09477;1,09426;1,09439;,0000
2020-04-01 05:09;1,09439;1,09458;1,09407;1,09452;,0000
2020-04-01 05:10;1,0945;1,09455;1,0940;1,09408;,0000
2020-04-01 05:11;1,09408;1,09418;1,09392;1,09397;,0000
2020-04-01 05:12;1,09396;1,09419;1,09374;1,09374;,0000
2020-04-01 05:13;1,09375;1,09394;1,09363;1,09364;,0000
2020-04-01 05:14;1,09365;1,09366;1,09278;1,0932;,0000
2020-04-01 05:15;1,09321;1,09343;1,09291;1,09323;,0000
2020-04-01 05:16;1,09323;1,09355;1,09277;1,0928;,0000
2020-04-01 05:17;1,0928;1,09297;1,09273;1,09284;,0000
2020-04-01 05:18;1,09284;1,09298;1,09277;1,09292;,0000
2020-04-01 05:19;1,09292;1,09292;1,09265;1,09275;,0000
2020-04-01 05:20;1,09274;1,09277;1,09249;1,09251;,0000
2020-04-01 05:21;1,09252;1,09252;1,0921;1,09238;,0000
2020-04-01 05:22;1,09239;1,09282;1,0923;1,09268;,0000
2020-04-01 05:23;1,09268;1,09332;1,09255;1,0932;,0000
2020-04-01 05:24;1,09318;1,09331;1,09302;1,09307;,0000
2020-04-01 05:25;1,09308;1,09322;1,09275;1,09278;,0000
2020-04-01 05:26;1,09278;1,09279;1,09227;1,09236;,0000
2020-04-01 05:27;1,09235;1,09235;1,09165;1,09218;,0000
2020-04-01 05:28;1,09219;1,09251;1,09219;1,09238;,0000
2020-04-01 05:29;1,09238;1,09288;1,09228;1,09285;,0000
2020-04-01 05:30;1,09284;1,09315;1,09282;1,09313;,0000
2020-04-01 05:31;1,09315;1,09354;1,09315;1,09336;,0000
2020-04-01 05:32;1,09335;1,0936;1,09323;1,0933;,0000
2020-04-01 05:33;1,09331;1,09331;1,09281;1,09286;,0000
2020-04-01 05:34;1,09285;1,09293;1,0927;1,0927;,0000
2020-04-01 05:35;1,09271;1,09278;1,09267;1,0927;,0000
2020-04-01 05:36;1,0927;1,09275;1,09236;1,09267;,0000
2020-04-01 05:37;1,09267;1,09296;1,09246;1,09277;,0000
2020-04-01 05:38;1,09277;1,09301;1,09266;1,09297;,0000
2020-04-01 05:39;1,09297;1,09321;1,09295;1,09309;,0000
2020-04-01 05:40;1,09311;1,09313;1,09249;1,09275;,0000
2020-04-01 05:41;1,09273;1,09281;1,09267;1,09276;,0000
2020-04-01 05:42;1,09278;1,09288;1,0927;1,09287;,0000
2020-04-01 05:43;1,09287;1,09321;1,09283;1,09301;,0000
2020-04-01 05:44;1,09301;1,09309;1,09266;1,09277;,0000
2020-04-01 05:45;1,09278;1,09308;1,09277;1,09305;,0000
2020-04-01 05:46;1,09304;1,09313;1,09285;1,09286;,0000
2020-04-01 05:47;1,09287;1,09335;1,09284;1,09333;,0000
2020-04-01 05:48;1,09333;1,09347;1,09328;1,09334;,0000
2020-04-01 05:49;1,09333;1,09333;1,09313;1,09321;,0000
2020-04-01 05:50;1,09321;1,09348;1,09319;1,09348;,0000
2020-04-01 05:51;1,09349;1,09359;1,09338;1,09338;,0000
2020-04-01 05:52;1,09339;1,09359;1,09335;1,09359;,0000
2020-04-01 05:53;1,09358;1,09369;1,09338;1,09348;,0000
2020-04-01 05:54;1,09347;1,09349;1,09318;1,09328;,0000
2020-04-01 05:55;1,09329;1,09341;1,09325;1,09327;,0000
2020-04-01 05:56;1,09325;1,0934;1,0932;1,09336;,0000
2020-04-01 05:57;1,09336;1,09357;1,09332;1,09334;,0000
2020-04-01 05:58;1,09334;1,09334;1,09321;1,09327;,0000
2020-04-01 05:59;1,09329;1,0934;1,09326;1,09334;,0000
2020-04-01 06:00;1,09333;1,09342;1,09325;1,09332;,0000
2020-04-01 06:01;1,09332;1,09356;1,09331;1,09356;,0000
2020-04-01 06:02;1,09355;1,09355;1,09346;1,09349;,0000
2020-04-01 06:03;1,09349;1,09367;1,09346;1,09358;,0000
2020-04-01 06:04;1,09356;1,09359;1,09323;1,09326;,0000
2020-04-01 06:05;1,09327;1,09336;1,09309;1,09333;,0000
2020-04-01 06:06;1,09334;1,09342;1,09328;1,09336;,0000
2020-04-01 06:07;1,09335;1,0935;1,09311;1,09348;,0000
2020-04-01 06:08;1,0935;1,09355;1,09336;1,09337;,0000
2020-04-01 06:09;1,09338;1,09347;1,09332;1,09338;,0000
2020-04-01 06:10;1,09338;1,09362;1,09335;1,09357;,0000
2020-04-01 06:11;1,09357;1,0936;1,09327;1,09328;,0000
2020-04-01 06:12;1,09327;1,09341;1,09325;1,09337;,0000
2020-04-01 06:13;1,09338;1,09339;1,09325;1,0933;,0000
2020-04-01 06:14;1,09331;1,09353;1,09329;1,09351;,0000
2020-04-01 06:15;1,09352;1,0939;1,09352;1,09384;,0000
2020-04-01 06:16;1,09386;1,09394;1,09365;1,0937;,0000
2020-04-01 06:17;1,09371;1,09397;1,09371;1,09397;,0000
2020-04-01 06:18;1,09395;1,09419;1,09388;1,09389;,0000
2020-04-01 06:19;1,09389;1,09389;1,09343;1,09358;,0000
2020-04-01 06:20;1,09359;1,09394;1,09357;1,09385;,0000
2020-04-01 06:21;1,09383;1,09395;1,0938;1,09389;,0000
2020-04-01 06:22;1,09389;1,09399;1,09385;1,09399;,0000
2020-04-01 06:23;1,09399;1,09408;1,09382;1,09382;,0000
2020-04-01 06:24;1,09383;1,09387;1,09346;1,09346;,0000
2020-04-01 06:25;1,09347;1,0935;1,09325;1,09325;,0000
2020-04-01 06:26;1,09325;1,0934;1,09317;1,09327;,0000
2020-04-01 06:27;1,09327;1,0936;1,09326;1,09353;,0000
2020-04-01 06:28;1,09351;1,09399;1,09351;1,09382;,0000
2020-04-01 06:29;1,09383;1,09403;1,09378;1,09395;,0000
2020-04-01 06:30;1,09394;1,09425;1,09389;1,09425;,0000
2020-04-01 06:31;1,09424;1,09435;1,09357;1,0936;,0000
2020-04-01 06:32;1,0936;1,09383;1,09358;1,09379;,0000
2020-04-01 06:33;1,09378;1,09382;1,09358;1,09362;,0000
2020-04-01 06:34;1,09363;1,09368;1,09347;1,09359;,0000
2020-04-01 06:35;1,09359;1,09391;1,09359;1,09383;,0000
2020-04-01 06:36;1,09383;1,09431;1,09378;1,09419;,0000
2020-04-01 06:37;1,09418;1,09432;1,09391;1,09398;,0000
2020-04-01 06:38;1,09397;1,0942;1,09386;1,09419;,0000
